m,TagName,
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2261"
"2012-11-01 00:00:00","java","13626"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6277"
"2012-11-01 00:00:00","c#","12240"
"2012-11-01 00:00:00","c","3198"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12359"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1346"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","ruby","2133"
"2012-11-01 00:00:00","php","11820"
"2012-11-01 00:00:00","python","6397"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","java","12438"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10959"
"2012-12-01 00:00:00","c","2569"
"2012-12-01 00:00:00","python","5763"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5686"
"2012-12-01 00:00:00","javascript","11745"
"2012-12-01 00:00:00","ruby","1905"
"2012-12-01 00:00:00","php","11098"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","r","1216"
"2013-01-01 00:00:00","java","13730"
"2013-01-01 00:00:00","c#","12767"
"2013-01-01 00:00:00","c","2908"
"2013-01-01 00:00:00","c++","6044"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","482"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6580"
"2013-01-01 00:00:00","perl","662"
"2013-01-01 00:00:00","javascript","13795"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12898"
"2013-01-01 00:00:00","ruby","2308"
"2013-02-01 00:00:00","php","12581"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12489"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6069"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6730"
"2013-02-01 00:00:00","c","3095"
"2013-02-01 00:00:00","javascript","13631"
"2013-02-01 00:00:00","perl","749"
"2013-02-01 00:00:00","ruby","2223"
"2013-02-01 00:00:00","java","13713"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15931"
"2013-03-01 00:00:00","c#","14241"
"2013-03-01 00:00:00","c","3443"
"2013-03-01 00:00:00","ruby","2562"
"2013-03-01 00:00:00","c++","7187"
"2013-03-01 00:00:00","php","14174"
"2013-03-01 00:00:00","perl","853"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15308"
"2013-03-01 00:00:00","python","7638"
"2013-03-01 00:00:00","r","1850"
"2013-04-01 00:00:00","c#","13898"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7940"
"2013-04-01 00:00:00","c++","7138"
"2013-04-01 00:00:00","java","16249"
"2013-04-01 00:00:00","assembly","332"
"2013-04-01 00:00:00","c","3534"
"2013-04-01 00:00:00","perl","840"
"2013-04-01 00:00:00","javascript","15346"
"2013-04-01 00:00:00","delphi","511"
"2013-04-01 00:00:00","ruby","2464"
"2013-04-01 00:00:00","r","1839"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13462"
"2013-05-01 00:00:00","javascript","15072"
"2013-05-01 00:00:00","java","15314"
"2013-05-01 00:00:00","c#","13490"
"2013-05-01 00:00:00","c","3200"
"2013-05-01 00:00:00","php","13169"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6848"
"2013-05-01 00:00:00","go","143"
"2013-05-01 00:00:00","ruby","2346"
"2013-05-01 00:00:00","python","7817"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","905"
"2013-05-01 00:00:00","r","1783"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13971"
"2013-06-01 00:00:00","assembly","298"
"2013-06-01 00:00:00","c#","12816"
"2013-06-01 00:00:00","c","2947"
"2013-06-01 00:00:00","c++","6201"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","python","7609"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14643"
"2013-06-01 00:00:00","php","12793"
"2013-06-01 00:00:00","ruby","2226"
"2013-06-01 00:00:00","r","1779"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","c++","6585"
"2013-07-01 00:00:00","assembly","298"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14208"
"2013-07-01 00:00:00","php","14412"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3028"
"2013-07-01 00:00:00","python","8635"
"2013-07-01 00:00:00","javascript","16867"
"2013-07-01 00:00:00","perl","957"
"2013-07-01 00:00:00","java","15245"
"2013-07-01 00:00:00","ruby","2447"
"2013-07-01 00:00:00","r","1976"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16888"
"2013-08-01 00:00:00","assembly","214"
"2013-08-01 00:00:00","c","3014"
"2013-08-01 00:00:00","c#","13879"
"2013-08-01 00:00:00","java","15100"
"2013-08-01 00:00:00","php","14423"
"2013-08-01 00:00:00","c++","6263"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7953"
"2013-08-01 00:00:00","r","1924"
"2013-08-01 00:00:00","go","208"
"2013-08-01 00:00:00","ruby","2487"
"2013-08-01 00:00:00","swift","3"
"2013-09-01 00:00:00","java","16319"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","assembly","291"
"2013-09-01 00:00:00","php","14342"
"2013-09-01 00:00:00","c++","6572"
"2013-09-01 00:00:00","c#","13788"
"2013-09-01 00:00:00","c","3403"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17767"
"2013-09-01 00:00:00","ruby","2395"
"2013-09-01 00:00:00","perl","688"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7982"
"2013-09-01 00:00:00","r","1716"
"2013-10-01 00:00:00","assembly","379"
"2013-10-01 00:00:00","c++","7989"
"2013-10-01 00:00:00","java","18783"
"2013-10-01 00:00:00","c#","15229"
"2013-10-01 00:00:00","delphi","523"
"2013-10-01 00:00:00","javascript","19803"
"2013-10-01 00:00:00","c","4244"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","816"
"2013-10-01 00:00:00","ruby","2791"
"2013-10-01 00:00:00","r","2097"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15427"
"2013-10-01 00:00:00","python","9518"
"2013-11-01 00:00:00","java","18826"
"2013-11-01 00:00:00","c#","14627"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18570"
"2013-11-01 00:00:00","assembly","420"
"2013-11-01 00:00:00","c++","8160"
"2013-11-01 00:00:00","c","4301"
"2013-11-01 00:00:00","php","15010"
"2013-11-01 00:00:00","python","9517"
"2013-11-01 00:00:00","ruby","2577"
"2013-11-01 00:00:00","perl","823"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2190"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","449"
"2013-12-01 00:00:00","c++","7030"
"2013-12-01 00:00:00","c","3506"
"2013-12-01 00:00:00","java","17519"
"2013-12-01 00:00:00","c#","13650"
"2013-12-01 00:00:00","python","8482"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","javascript","18093"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","r","1910"
"2013-12-01 00:00:00","ruby","2452"
"2013-12-01 00:00:00","php","14539"
"2014-01-01 00:00:00","php","16921"
"2014-01-01 00:00:00","c#","15364"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7708"
"2014-01-01 00:00:00","python","9856"
"2014-01-01 00:00:00","c","3741"
"2014-01-01 00:00:00","delphi","493"
"2014-01-01 00:00:00","javascript","21184"
"2014-01-01 00:00:00","perl","812"
"2014-01-01 00:00:00","java","18739"
"2014-01-01 00:00:00","ruby","2771"
"2014-01-01 00:00:00","r","2356"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21227"
"2014-02-01 00:00:00","assembly","376"
"2014-02-01 00:00:00","c","3978"
"2014-02-01 00:00:00","c#","15149"
"2014-02-01 00:00:00","java","19346"
"2014-02-01 00:00:00","php","16671"
"2014-02-01 00:00:00","c++","7701"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","797"
"2014-02-01 00:00:00","python","9927"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2613"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","453"
"2014-03-01 00:00:00","c#","16214"
"2014-03-01 00:00:00","python","11442"
"2014-03-01 00:00:00","c++","8686"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22034"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4570"
"2014-03-01 00:00:00","perl","909"
"2014-03-01 00:00:00","javascript","22712"
"2014-03-01 00:00:00","php","18455"
"2014-03-01 00:00:00","ruby","2952"
"2014-03-01 00:00:00","r","2815"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4020"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","c#","15366"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20968"
"2014-04-01 00:00:00","assembly","367"
"2014-04-01 00:00:00","javascript","21515"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2741"
"2014-04-01 00:00:00","php","17835"
"2014-04-01 00:00:00","c++","8147"
"2014-04-01 00:00:00","python","10794"
"2014-04-01 00:00:00","swift","5"
"2014-04-01 00:00:00","ruby","2750"
"2014-05-01 00:00:00","java","18031"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3274"
"2014-05-01 00:00:00","python","9283"
"2014-05-01 00:00:00","c++","6808"
"2014-05-01 00:00:00","c#","13942"
"2014-05-01 00:00:00","assembly","332"
"2014-05-01 00:00:00","ruby","2681"
"2014-05-01 00:00:00","javascript","19880"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","797"
"2014-05-01 00:00:00","r","2586"
"2014-05-01 00:00:00","php","14885"
"2014-06-01 00:00:00","java","15969"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","javascript","18360"
"2014-06-01 00:00:00","python","8936"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12544"
"2014-06-01 00:00:00","c","2778"
"2014-06-01 00:00:00","c++","5685"
"2014-06-01 00:00:00","perl","679"
"2014-06-01 00:00:00","php","13129"
"2014-06-01 00:00:00","r","2401"
"2014-06-01 00:00:00","ruby","2341"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2411"
"2014-07-01 00:00:00","javascript","20192"
"2014-07-01 00:00:00","c++","6286"
"2014-07-01 00:00:00","c#","13715"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17428"
"2014-07-01 00:00:00","c","2843"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14380"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","python","9944"
"2014-07-01 00:00:00","r","2642"
"2014-07-01 00:00:00","ruby","2564"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","424"
"2014-08-01 00:00:00","java","15783"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12524"
"2014-08-01 00:00:00","c","2681"
"2014-08-01 00:00:00","c++","5891"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9134"
"2014-08-01 00:00:00","javascript","18515"
"2014-08-01 00:00:00","r","2478"
"2014-08-01 00:00:00","php","13286"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2475"
"2014-09-01 00:00:00","c#","12346"
"2014-09-01 00:00:00","assembly","286"
"2014-09-01 00:00:00","c++","6214"
"2014-09-01 00:00:00","python","8792"
"2014-09-01 00:00:00","java","16751"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3237"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18178"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","ruby","2281"
"2014-09-01 00:00:00","php","13445"
"2014-09-01 00:00:00","swift","1906"
"2014-09-01 00:00:00","r","2369"
"2014-10-01 00:00:00","c#","12581"
"2014-10-01 00:00:00","javascript","18951"
"2014-10-01 00:00:00","java","17940"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6849"
"2014-10-01 00:00:00","php","13691"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3808"
"2014-10-01 00:00:00","ruby","2345"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","python","9591"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2782"
"2014-11-01 00:00:00","java","17899"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c#","11900"
"2014-11-01 00:00:00","c++","6576"
"2014-11-01 00:00:00","python","9590"
"2014-11-01 00:00:00","c","3681"
"2014-11-01 00:00:00","ruby","2118"
"2014-11-01 00:00:00","javascript","18032"
"2014-11-01 00:00:00","perl","655"
"2014-11-01 00:00:00","swift","2565"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13120"
"2014-11-01 00:00:00","r","2711"
"2014-12-01 00:00:00","c++","6092"
"2014-12-01 00:00:00","assembly","328"
"2014-12-01 00:00:00","c#","11105"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12430"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9058"
"2014-12-01 00:00:00","c","3158"
"2014-12-01 00:00:00","javascript","17037"
"2014-12-01 00:00:00","perl","567"
"2014-12-01 00:00:00","ruby","2148"
"2014-12-01 00:00:00","java","16432"
"2014-12-01 00:00:00","swift","2495"
"2014-12-01 00:00:00","r","2361"
"2015-01-01 00:00:00","javascript","18578"
"2015-01-01 00:00:00","c","3215"
"2015-01-01 00:00:00","c#","11780"
"2015-01-01 00:00:00","assembly","334"
"2015-01-01 00:00:00","java","16574"
"2015-01-01 00:00:00","c++","6142"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13709"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","python","9705"
"2015-01-01 00:00:00","r","2694"
"2015-01-01 00:00:00","ruby","2434"
"2015-01-01 00:00:00","swift","3061"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16796"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13602"
"2015-02-01 00:00:00","c","3374"
"2015-02-01 00:00:00","c++","6488"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","c#","11816"
"2015-02-01 00:00:00","python","10224"
"2015-02-01 00:00:00","javascript","18727"
"2015-02-01 00:00:00","r","2977"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2258"
"2015-02-01 00:00:00","swift","3244"
"2015-03-01 00:00:00","assembly","389"
"2015-03-01 00:00:00","javascript","20593"
"2015-03-01 00:00:00","c","3921"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","642"
"2015-03-01 00:00:00","c#","13292"
"2015-03-01 00:00:00","java","19822"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","15012"
"2015-03-01 00:00:00","python","11635"
"2015-03-01 00:00:00","r","3567"
"2015-03-01 00:00:00","c++","7403"
"2015-03-01 00:00:00","ruby","2466"
"2015-03-01 00:00:00","swift","3604"
"2015-04-01 00:00:00","php","15058"
"2015-04-01 00:00:00","java","19868"
"2015-04-01 00:00:00","c++","7157"
"2015-04-01 00:00:00","c","3956"
"2015-04-01 00:00:00","javascript","20961"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13112"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11472"
"2015-04-01 00:00:00","perl","587"
"2015-04-01 00:00:00","ruby","2507"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4028"
"2015-04-01 00:00:00","r","3330"
"2015-05-01 00:00:00","java","18589"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6831"
"2015-05-01 00:00:00","javascript","22216"
"2015-05-01 00:00:00","assembly","371"
"2015-05-01 00:00:00","c#","13383"
"2015-05-01 00:00:00","python","11246"
"2015-05-01 00:00:00","c","3531"
"2015-05-01 00:00:00","r","3430"
"2015-05-01 00:00:00","php","14655"
"2015-05-01 00:00:00","ruby","2509"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","536"
"2015-05-01 00:00:00","swift","3812"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22670"
"2015-06-01 00:00:00","perl","581"
"2015-06-01 00:00:00","java","17890"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13556"
"2015-06-01 00:00:00","r","3436"
"2015-06-01 00:00:00","c","3173"
"2015-06-01 00:00:00","python","11830"
"2015-06-01 00:00:00","php","14453"
"2015-06-01 00:00:00","go","422"
"2015-06-01 00:00:00","c++","6530"
"2015-06-01 00:00:00","ruby","2580"
"2015-06-01 00:00:00","swift","4337"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18740"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14150"
"2015-07-01 00:00:00","c++","6719"
"2015-07-01 00:00:00","ruby","2586"
"2015-07-01 00:00:00","c","2819"
"2015-07-01 00:00:00","php","15466"
"2015-07-01 00:00:00","javascript","24040"
"2015-07-01 00:00:00","perl","581"
"2015-07-01 00:00:00","swift","5158"
"2015-07-01 00:00:00","python","12346"
"2015-07-01 00:00:00","r","3984"
"2015-08-01 00:00:00","c#","13252"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","python","11246"
"2015-08-01 00:00:00","c++","5885"
"2015-08-01 00:00:00","java","17123"
"2015-08-01 00:00:00","go","449"
"2015-08-01 00:00:00","c","2583"
"2015-08-01 00:00:00","delphi","388"
"2015-08-01 00:00:00","javascript","22195"
"2015-08-01 00:00:00","r","3494"
"2015-08-01 00:00:00","ruby","2320"
"2015-08-01 00:00:00","perl","555"
"2015-08-01 00:00:00","swift","5095"
"2015-08-01 00:00:00","php","14310"
"2015-09-01 00:00:00","c","3088"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","perl","466"
"2015-09-01 00:00:00","javascript","21439"
"2015-09-01 00:00:00","java","16981"
"2015-09-01 00:00:00","go","426"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12930"
"2015-09-01 00:00:00","r","3332"
"2015-09-01 00:00:00","python","10989"
"2015-09-01 00:00:00","php","13570"
"2015-09-01 00:00:00","c++","5921"
"2015-09-01 00:00:00","ruby","2165"
"2015-09-01 00:00:00","swift","4563"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18581"
"2015-10-01 00:00:00","c","3682"
"2015-10-01 00:00:00","c#","12810"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7057"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12514"
"2015-10-01 00:00:00","perl","501"
"2015-10-01 00:00:00","javascript","21856"
"2015-10-01 00:00:00","r","3685"
"2015-10-01 00:00:00","ruby","2195"
"2015-10-01 00:00:00","php","13976"
"2015-10-01 00:00:00","swift","4314"
"2015-11-01 00:00:00","java","17815"
"2015-11-01 00:00:00","javascript","21314"
"2015-11-01 00:00:00","python","12320"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3620"
"2015-11-01 00:00:00","c++","7102"
"2015-11-01 00:00:00","c#","12403"
"2015-11-01 00:00:00","perl","465"
"2015-11-01 00:00:00","php","13386"
"2015-11-01 00:00:00","ruby","1961"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3542"
"2015-11-01 00:00:00","swift","4329"
"2015-12-01 00:00:00","java","16584"
"2015-12-01 00:00:00","c#","12167"
"2015-12-01 00:00:00","c++","6572"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21125"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3092"
"2015-12-01 00:00:00","php","13824"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3183"
"2015-12-01 00:00:00","python","11670"
"2015-12-01 00:00:00","ruby","2031"
"2015-12-01 00:00:00","swift","4386"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16665"
"2016-01-01 00:00:00","c#","12376"
"2016-01-01 00:00:00","c","3052"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6105"
"2016-01-01 00:00:00","php","14630"
"2016-01-01 00:00:00","perl","448"
"2016-01-01 00:00:00","ruby","2147"
"2016-01-01 00:00:00","javascript","22548"
"2016-01-01 00:00:00","python","12374"
"2016-01-01 00:00:00","swift","4799"
"2016-01-01 00:00:00","r","3537"
"2016-02-01 00:00:00","c#","12754"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13273"
"2016-02-01 00:00:00","c++","6569"
"2016-02-01 00:00:00","java","17880"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3279"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22505"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14974"
"2016-02-01 00:00:00","swift","4763"
"2016-02-01 00:00:00","r","3601"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19948"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13632"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3459"
"2016-03-01 00:00:00","r","4048"
"2016-03-01 00:00:00","python","14094"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","javascript","24129"
"2016-03-01 00:00:00","php","15187"
"2016-03-01 00:00:00","c++","7038"
"2016-03-01 00:00:00","ruby","2264"
"2016-03-01 00:00:00","swift","5086"
"2016-04-01 00:00:00","assembly","411"
"2016-04-01 00:00:00","c#","13734"
"2016-04-01 00:00:00","python","13693"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19519"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6908"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","494"
"2016-04-01 00:00:00","javascript","23486"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","php","14517"
"2016-04-01 00:00:00","r","4130"
"2016-04-01 00:00:00","swift","4771"
"2016-05-01 00:00:00","javascript","23032"
"2016-05-01 00:00:00","c#","13520"
"2016-05-01 00:00:00","c","2725"
"2016-05-01 00:00:00","python","13139"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17063"
"2016-05-01 00:00:00","ruby","2130"
"2016-05-01 00:00:00","c++","6141"
"2016-05-01 00:00:00","php","14500"
"2016-05-01 00:00:00","r","3802"
"2016-05-01 00:00:00","go","581"
"2016-05-01 00:00:00","perl","487"
"2016-05-01 00:00:00","swift","4439"
"2016-06-01 00:00:00","java","15938"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3865"
"2016-06-01 00:00:00","php","13688"
"2016-06-01 00:00:00","c","2304"
"2016-06-01 00:00:00","c#","13083"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c++","5728"
"2016-06-01 00:00:00","javascript","22176"
"2016-06-01 00:00:00","go","550"
"2016-06-01 00:00:00","perl","440"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12930"
"2016-06-01 00:00:00","swift","4809"
"2016-07-01 00:00:00","c++","5480"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12022"
"2016-07-01 00:00:00","java","14966"
"2016-07-01 00:00:00","javascript","22227"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2351"
"2016-07-01 00:00:00","ruby","1904"
"2016-07-01 00:00:00","php","12964"
"2016-07-01 00:00:00","swift","4949"
"2016-07-01 00:00:00","perl","425"
"2016-07-01 00:00:00","python","12852"
"2016-07-01 00:00:00","r","3746"
"2016-08-01 00:00:00","python","12928"
"2016-08-01 00:00:00","java","15198"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22696"
"2016-08-01 00:00:00","c","2219"
"2016-08-01 00:00:00","c#","12735"
"2016-08-01 00:00:00","perl","462"
"2016-08-01 00:00:00","ruby","1882"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5023"
"2016-08-01 00:00:00","php","12922"
"2016-08-01 00:00:00","swift","4914"
"2016-08-01 00:00:00","go","575"
"2016-08-01 00:00:00","r","3787"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14700"
"2016-09-01 00:00:00","assembly","334"
"2016-09-01 00:00:00","c#","11116"
"2016-09-01 00:00:00","go","512"
"2016-09-01 00:00:00","c","2515"
"2016-09-01 00:00:00","php","12187"
"2016-09-01 00:00:00","python","12367"
"2016-09-01 00:00:00","perl","467"
"2016-09-01 00:00:00","javascript","20472"
"2016-09-01 00:00:00","r","3302"
"2016-09-01 00:00:00","c++","5151"
"2016-09-01 00:00:00","ruby","1928"
"2016-09-01 00:00:00","swift","4879"
"2016-10-01 00:00:00","php","12302"
"2016-10-01 00:00:00","assembly","398"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11466"
"2016-10-01 00:00:00","c++","5984"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3215"
"2016-10-01 00:00:00","python","13518"
"2016-10-01 00:00:00","javascript","20467"
"2016-10-01 00:00:00","java","15362"
"2016-10-01 00:00:00","ruby","1822"
"2016-10-01 00:00:00","perl","411"
"2016-10-01 00:00:00","swift","4736"
"2016-10-01 00:00:00","r","3787"
"2016-11-01 00:00:00","c","3271"
"2016-11-01 00:00:00","c#","11664"
"2016-11-01 00:00:00","javascript","20536"
"2016-11-01 00:00:00","python","14203"
"2016-11-01 00:00:00","assembly","413"
"2016-11-01 00:00:00","delphi","273"
"2016-11-01 00:00:00","java","15676"
